databaseId	cerebroId	marvelcdbId	name	subname	type	classification	imageUrl	cardBack	traits	handSize	hitPointsFixed	hitPointsScaling	set	stage	startingThreatFixed	startingThreatScaling	accelerationFixed	accelerationScaling	acceleration	amplify	crisis	hazard	toughness	permanent	nemesisMinion	victory
8f1adc22-325b-5c64-b522-65da6f2fa5fd	32110	32110	Master Mold		Villain	Encounter	/official/32110.jpg	villain	Sentinel			14	Master Mold	II									true	false	false	
d7f12f25-5d08-5d61-ba11-578141211606	32111	32111	Master Mold		Villain	Encounter	/official/32111.jpg	villain	Sentinel			16	Master Mold	III									true	false	false	
cf008806-a37b-5978-9b07-b26dda53d204	32112A	32112a	The Sentinel Factory		Main Scheme	Encounter	/official/32112A.jpg	multi_sided					Master Mold	1A									false	false	false	
cf008806-a37b-5978-9b07-b26dda53d204	32112B	32112b	The Sentinel Factory		Main Scheme	Encounter	/official/32112B.jpg	multi_sided					Master Mold	1B		1		1					false	false	false	
a1ffd870-395d-5e37-97e7-3e734120a28d	32113A	32113a	Master Mold's Agenda		Main Scheme	Encounter	/official/32113A.jpg	multi_sided					Master Mold	2A									false	false	false	
a1ffd870-395d-5e37-97e7-3e734120a28d	32113B	32113b	Master Mold's Agenda		Main Scheme	Encounter	/official/32113B.jpg	multi_sided					Master Mold	2B		1		1					false	false	false	
dc48ec2f-1962-5fe2-b7a5-a1df51e54b6a	32114	32114	Sentinel Mark VIII		Minion	Encounter	/official/32114.jpg	encounter	Sentinel		8		Master Mold										false	false	false	
720b8ebe-7345-5cd0-817a-33f181464f88	32115	32115	Unit Upgrade		Attachment	Encounter	/official/32115.jpg	encounter	Sentinel,Tech				Master Mold										false	false	false	
652666d1-dde8-5893-a7c9-8bf5b39eb905	32116	32116	Stun Beam		Attachment	Encounter	/official/32116.jpg	encounter	Sentinel,Tech				Master Mold										false	false	false	
f60eb543-0d30-51d1-9930-e0e05daf5d12	32117	32117	Master Mold's Children		Treachery	Encounter	/official/32117.jpg	encounter					Master Mold										false	false	false	
02f55153-f4fa-5ba7-b200-22db2ae3b4ec	32118	32118	Shields Up		Treachery	Encounter	/official/32118.jpg	encounter					Master Mold										false	false	false	
006a94a7-dd12-5245-832a-2bdce1aa82a4	32119	32119	Intruder Alert!		Side Scheme	Encounter	/official/32119.jpg	encounter					Master Mold			3					1		false	false	false	
3a748313-aa48-5ff4-b9ce-3d68533786bf	32120	32120	Insert Virus Program		Side Scheme	Encounter	/official/32120.jpg	encounter					Master Mold		2	2			1				false	false	false	1
7e7571bc-3d50-53ba-b92c-421854eabc96	32121A	32121a	Avalanche		Villain	Encounter	/official/32121A.jpg	multi_sided	Brotherhood of Mutants			15	Mansion Attack	A									true	false	false	2
7e7571bc-3d50-53ba-b92c-421854eabc96	32121B	32121b	Avalanche		Villain	Encounter	/official/32121B.jpg	multi_sided	Brotherhood of Mutants			18	Mansion Attack	B									true	false	false	2
7332b996-a58f-593b-8806-c476c732f5a7	32122A	32122a	Blob		Villain	Encounter	/official/32122A.jpg	multi_sided	Brotherhood of Mutants			16	Mansion Attack	A									true	false	false	2
7332b996-a58f-593b-8806-c476c732f5a7	32122B	32122b	Blob		Villain	Encounter	/official/32122B.jpg	multi_sided	Brotherhood of Mutants			19	Mansion Attack	B									true	false	false	2
df9d7010-d9ae-5779-b8bd-d83a2b59d866	32123A	32123a	Pyro		Villain	Encounter	/official/32123A.jpg	multi_sided	Brotherhood of Mutants			14	Mansion Attack	A									true	false	false	2
df9d7010-d9ae-5779-b8bd-d83a2b59d866	32123B	32123b	Pyro		Villain	Encounter	/official/32123B.jpg	multi_sided	Brotherhood of Mutants			17	Mansion Attack	B									true	false	false	2
d1dc807a-0356-54c2-b576-c6590f9c8946	32124A	32124a	Toad		Villain	Encounter	/official/32124A.jpg	multi_sided	Brotherhood of Mutants			13	Mansion Attack	A									true	false	false	2
d1dc807a-0356-54c2-b576-c6590f9c8946	32124B	32124b	Toad		Villain	Encounter	/official/32124B.jpg	multi_sided	Brotherhood of Mutants			16	Mansion Attack	B									true	false	false	2
9bd4ebfc-00ed-51b4-a981-acaec5994f93	32125A	32125a	The Brotherhood Strikes!		Main Scheme	Encounter	/official/32125A.jpg	multi_sided					Mansion Attack	1A									false	false	false	
9bd4ebfc-00ed-51b4-a981-acaec5994f93	32125B	32125b	The Brotherhood Strikes!		Main Scheme	Encounter	/official/32125B.jpg	multi_sided					Mansion Attack	1B	-1								false	false	false	
03f73eef-eb03-5257-9619-2f48ac1ac04e	32126A	32126a	Attack on Xavier's		Main Scheme	Encounter	/official/32126A.jpg	multi_sided					Mansion Attack	2A									false	false	false	
03f73eef-eb03-5257-9619-2f48ac1ac04e	32126B	32126b	The Atrium		Main Scheme	Encounter	/official/32126B.jpg	multi_sided					Mansion Attack	2B		1		1					false	false	false	
8de35593-c522-5e32-b32a-e2e04a99daed	32127A	32127a	Attack on Xavier's		Main Scheme	Encounter	/official/32127A.jpg	multi_sided					Mansion Attack	2A									false	false	false	
8de35593-c522-5e32-b32a-e2e04a99daed	32127B	32127b	The Cafeteria		Main Scheme	Encounter	/official/32127B.jpg	multi_sided					Mansion Attack	2B		1		1					false	false	false	
cedcf047-14f2-50bd-a270-52e2a2c4a640	32128A	32128a	Attack on Xavier's		Main Scheme	Encounter	/official/32128A.jpg	multi_sided					Mansion Attack	2A									false	false	false	
cedcf047-14f2-50bd-a270-52e2a2c4a640	32128B	32128b	The Basketball Court		Main Scheme	Encounter	/official/32128B.jpg	multi_sided					Mansion Attack	2B		1		1					false	false	false	
36ce4a2d-7674-5036-9268-e03e2b00ef49	32129A	32129a	Attack on Xavier's		Main Scheme	Encounter	/official/32129A.jpg	multi_sided					Mansion Attack	2A									false	false	false	
36ce4a2d-7674-5036-9268-e03e2b00ef49	32129B	32129b	The Courtyard		Main Scheme	Encounter	/official/32129B.jpg	multi_sided					Mansion Attack	2B		1		1					false	false	false	
25faac83-b62d-5de1-bd4a-72de30f6ae57	32130	32130	Save the School		Environment	Encounter	/official/32130.jpg	encounter					Mansion Attack										false	false	false	
b3506ea3-dc35-5339-9fd9-8fd55c0846d6	32131	32131	Brotherhood Beatdown		Treachery	Encounter	/official/32131.jpg	encounter					Mansion Attack										false	false	false	
e0a440e1-4f1b-515d-8405-ee2a9d4fc439	32132	32132	Ground Swell		Treachery	Encounter	/official/32132.jpg	encounter					Mansion Attack										false	false	false	
8094cac8-1f39-52d2-aa93-035de8a11a32	32133	32133	Immovable		Treachery	Encounter	/official/32133.jpg	encounter					Mansion Attack										false	false	false	
3a45d640-c4ac-5400-bc82-1b3c65426cd5	32134	32134	Pyromaniac		Treachery	Encounter	/official/32134.jpg	encounter					Mansion Attack										false	false	false	
7a197450-f7bf-5434-b0cd-f887166f2982	32135	32135	Hopping Mad		Treachery	Encounter	/official/32135.jpg	encounter					Mansion Attack										false	false	false	
8863ce54-b586-50ca-bbea-e62b66da3bb9	32136	32136	Protect the Students		Side Scheme	Encounter	/official/32136.jpg	encounter					Mansion Attack		2	2					1		false	false	false	
c4293643-330d-5228-9d96-a6a833d586a7	32137	32137	Under Siege		Side Scheme	Encounter	/official/32137.jpg	encounter					Mansion Attack		0				1				false	false	false	
433481e6-0a8b-578c-9101-6c85c8a3ee78	32138	32138	Magneto		Villain	Encounter	/official/32138.jpg	villain	Brotherhood of Mutants			18	Magneto	I									true	false	false	
863259a7-2208-532d-aedd-9d3a3e6c7602	32139	32139	Magneto		Villain	Encounter	/official/32139.jpg	villain	Brotherhood of Mutants			20	Magneto	II									true	false	false	
236934ec-178d-5271-a489-cf84c2d393ba	32140	32140	Magneto		Villain	Encounter	/official/32140.jpg	villain	Brotherhood of Mutants			22	Magneto	III									true	false	false	
11bd84bc-ebe9-50cf-aa37-e20a9deeec91	32141A	32141a	Asteroid M		Main Scheme	Encounter	/official/32141A.jpg	multi_sided					Magneto	1A									false	false	false	
11bd84bc-ebe9-50cf-aa37-e20a9deeec91	32141B	32141b	Asteroid M		Main Scheme	Encounter	/official/32141B.jpg	multi_sided					Magneto	1B		1		1					false	false	false	
c8754090-20d8-5f45-8016-5e1fb0d5538f	32142A	32142a	Factory Online		Main Scheme	Encounter	/official/32142A.jpg	multi_sided					Magneto	2A									false	false	false	
c8754090-20d8-5f45-8016-5e1fb0d5538f	32142B	32142b	Factory Online		Main Scheme	Encounter	/official/32142B.jpg	multi_sided					Magneto	2B		1		1					false	false	false	
ecf3f88f-f986-52ad-b00a-b47bdbcbe1ae	32143A	32143a	The Rule of Magnus		Main Scheme	Encounter	/official/32143A.jpg	multi_sided					Magneto	3A									false	false	false	
ecf3f88f-f986-52ad-b00a-b47bdbcbe1ae	32143B	32143b	The Rule of Magnus		Main Scheme	Encounter	/official/32143B.jpg	multi_sided					Magneto	3B		1		1					false	false	false	
ada7ff58-8b8b-58f9-a3eb-db34946e2373	32144A	32144a	Boarding Party		Side Scheme	Encounter	/official/32144A.jpg	multi_sided					Magneto			3							false	false	false	
ada7ff58-8b8b-58f9-a3eb-db34946e2373	32144B	32144b	Sabotage Master Mold		Side Scheme	Encounter	/official/32144B.jpg	multi_sided					Magneto			3							false	false	false	
6165ae5f-81b8-5c31-aa2c-aff4968ec302	32145A	32145a	Orbital Decay		Side Scheme	Encounter	/official/32145A.jpg	multi_sided					Magneto			3							false	false	false	
6165ae5f-81b8-5c31-aa2c-aff4968ec302	32145B	32145b	Physical Strain		Attachment	Encounter	/official/32145B.jpg	multi_sided	Condition				Magneto										false	true	false	
dc9debf0-1800-54bf-b6da-feb7e133c27b	32146	32146	M-Type Sentinel		Minion	Encounter	/official/32146.jpg	encounter	Sentinel		5		Magneto										false	false	false	
520af983-15ab-5ee5-9148-733e88b94859	32147	32147	Magneto's Helmet		Attachment	Encounter	/official/32147.jpg	encounter	Armor,Magnetic				Magneto										false	false	false	
32a8fecb-3f9c-5fce-8bc2-836de3490c6e	32148	32148	Magneto's Armor		Attachment	Encounter	/official/32148.jpg	encounter	Armor,Magnetic				Magneto										false	false	false	
756ba9cf-8c34-56fa-a31c-c641a8024cf3	32149	32149	Magnetic Bubble		Attachment	Encounter	/official/32149.jpg	encounter	Magnetic				Magneto										false	false	false	
2eb0ca5e-a95c-5918-9fa2-88851cdad809	32150	32150	Wrapped in Metal		Attachment	Encounter	/official/32150.jpg	encounter	Magnetic				Magneto										false	false	false	
0b9d4fbf-2d5b-5c81-bf86-b2c85626471a	32151	32151	Master of Magnetism		Treachery	Encounter	/official/32151.jpg	encounter					Magneto										false	false	false	
fa96ce83-86c9-5eda-9aef-7daf8a01b8c5	32152	32152	Electric Shock		Treachery	Encounter	/official/32152.jpg	encounter	Magnetic				Magneto										false	false	false	
0174ff5a-046e-5b80-9926-9481dd882062	32153	32153	Electromagnetic Blast		Treachery	Encounter	/official/32153.jpg	encounter	Magnetic				Magneto										false	false	false	
049c3914-ab20-54ff-af83-435b6412636b	32154	32154	Metal Shards		Treachery	Encounter	/official/32154.jpg	encounter	Magnetic				Magneto										false	false	false	
d023bea4-faeb-5044-ba4e-959512b3a8f6	32155	32155	Magnetic Missile		Treachery	Encounter	/official/32155.jpg	encounter	Magnetic				Magneto										false	false	false	
40f7456d-bd1a-5a30-8732-ff589286146d	32156	32156	Magnetic Mayhem		Side Scheme	Encounter	/official/32156.jpg	encounter	Magnetic				Magneto		4					1			false	false	false	
61e42dfa-c7ae-58da-934b-ef59c172ef1f	32157	32157	Magnetically Sealed		Side Scheme	Encounter	/official/32157.jpg	encounter	Magnetic				Magneto		2						1		false	false	false	
27fc2ed2-015b-5d5b-a63e-1b980c6b137e	32158	32158	Seized!		Side Scheme	Encounter	/official/32158.jpg	encounter	Magnetic				Magneto			3			1				false	false	false	
f4f72a5f-bd65-52ea-ad82-cefb27ec0ef8	32159	32159	Fabian Cortez		Minion	Encounter	/official/32159.jpg	encounter	Acolyte,Elite		4		Acolytes										false	false	true	
138c924e-07c7-59bb-b2ce-baad73bb905f	32160	32160	Amelia Voght		Minion	Encounter	/official/32160.jpg	encounter	Acolyte		5		Acolytes										false	false	true	
26a02a40-f9b8-51ef-98d1-2adb47334bb8	32161	32161	Senyaka		Minion	Encounter	/official/32161.jpg	encounter	Acolyte		3		Acolytes										false	false	false	
4cb80833-1f75-5496-9589-fbc4af4209b6	32162	32162	Delgado		Minion	Encounter	/official/32162.jpg	encounter	Acolyte		6		Acolytes										false	false	false	
e04bdbbc-7ca6-54b3-96a8-5d3c1500e748	32163	32163	Unuscione		Minion	Encounter	/official/32163.jpg	encounter	Acolyte		4		Acolytes										true	false	false	
98c7bcfd-96b2-58e7-a797-1d4a9806671e	32164	32164	Zeal for the Cause		Treachery	Encounter	/official/32164.jpg	encounter					Acolytes										false	false	false	
997b731f-eb27-51fa-b8d0-4daaed7e89e2	32165	32165	The Acolytes		Side Scheme	Encounter	/official/32165.jpg	encounter					Acolytes			3						1	false	false	false	
9b9239e7-8f11-5990-b4b3-7577e7561a10	32166	32166	Nimrod		Minion	Encounter	/official/32166.jpg	encounter	Elite,Sentinel		9		Future Past										false	false	true	1
dd408e47-3346-5c9b-8303-07605fa2f583	32167	32167	Bastion		Minion	Encounter	/official/32167.jpg	encounter	Elite,Sentinel		10		Future Past										true	false	true	1
65474f1f-7e8f-5139-a9d9-6b5fdc47274b	32168	32168	Nimrod's Portal		Side Scheme	Encounter	/official/32168.jpg	encounter					Future Past			3						1	false	false	false	1
e2387a7c-a274-511e-9750-31fdb2991185	32169	32169	Bastion's Machinations		Side Scheme	Encounter	/official/32169.jpg	encounter					Future Past		6					1			false	false	false	1
b6eaae2d-afdd-5ebf-b007-43d9a4593d86	32170	32170	Nano-Sentinel Tech		Attachment	Encounter	/official/32170.jpg	encounter	Sentinel,Tech				Future Past										false	false	false	1
e4e13900-b1a1-51f8-bbab-454c661eb007	32171A	32171a	Frightened Police		Side Scheme	Encounter	/official/32171A.jpg	multi_sided					Campaign (Mutant Genesis)			3					1		false	false	false	
e4e13900-b1a1-51f8-bbab-454c661eb007	32171B	32171b	Metro P.D.		Support	Basic	/official/32171B.jpg	multi_sided	Persona				Campaign (Mutant Genesis)										false	true	false	
7b5faa57-ba8b-5b17-9093-a6bdae538a7f	32172A	32172a	Enemy of My Enemy		Side Scheme	Encounter	/official/32172A.jpg	multi_sided					Campaign (Mutant Genesis)			3			1				false	false	false	
7b5faa57-ba8b-5b17-9093-a6bdae538a7f	32172B	32172b	Magneto	Erik Lehnsherr	Ally	Basic	/official/32172B.jpg	multi_sided	Brotherhood of Mutants		5		Campaign (Mutant Genesis)										false	false	false	1
6f1b55ec-dc1b-5224-ab9b-8721a6104d74	32173A	32173a	Find the Prisoners		Side Scheme	Encounter	/official/32173A.jpg	multi_sided					Campaign (Mutant Genesis)			3							false	false	false	
6f1b55ec-dc1b-5224-ab9b-8721a6104d74	32173B	32173b	Rescue Captives		Environment	Encounter	/official/32173B.jpg	multi_sided	Mission				Campaign (Mutant Genesis)										false	false	false	
48f6d7d3-239f-5784-ab49-8f6ff6bd8288	32174A	32174a	Surprise Attack		Side Scheme	Encounter	/official/32174A.jpg	multi_sided					Campaign (Mutant Genesis)			3						1	false	false	false	
48f6d7d3-239f-5784-ab49-8f6ff6bd8288	32174B	32174b	Reactivate Defenses		Obligation	Encounter	/official/32174B.jpg	multi_sided					Campaign (Mutant Genesis)										false	false	false	
307ec063-18a7-576a-9ee0-ea082fc5ed32	32175A	32175a	Magneto's Fortress		Side Scheme	Encounter	/official/32175A.jpg	multi_sided					Campaign (Mutant Genesis)			2					1		false	false	false	
307ec063-18a7-576a-9ee0-ea082fc5ed32	32175B	32175b	Magneto's Power		Attachment	Encounter	/official/32175B.jpg	multi_sided	Condition				Campaign (Mutant Genesis)										false	true	false	
b4c1b9cf-87f0-5815-92ef-cdb7427cbb26	32176	32176	Coup de Grâce		Upgrade	Basic	/official/32176.jpg	player	Skill				Brawler										false	false	false	
6f836181-f1a7-5f4a-8983-0fe8f355e84c	32177	32177	Swagger		Upgrade	Basic	/official/32177.jpg	player	Skill				Brawler										false	false	false	
1066217a-9cd8-57ff-ac16-4162a2cb1303	32178	32178	Brazen Defense		Upgrade	Basic	/official/32178.jpg	player	Skill				Brawler										false	false	false	
90de4f81-e614-5f2d-bfc8-59a2b5c92c66	32179	32179	Ferocious Attack		Upgrade	Basic	/official/32179.jpg	player	Skill				Brawler										false	false	false	
7b5e8c34-00fb-57b4-bb91-8a1d94f3f106	32180	32180	War Cry		Upgrade	Basic	/official/32180.jpg	player	Skill				Brawler										false	false	false	
28965d15-1ac1-57de-9212-a27dcd17489b	32181	32181	Coup de Grâce		Upgrade	Basic	/official/32181.jpg	player	Skill				Commander										false	false	false	
c83814e4-590e-5bae-b7a5-e0609f96c3fb	32182	32182	Compassion		Upgrade	Basic	/official/32182.jpg	player	Skill				Commander										false	false	false	
27ba12bf-3631-5fdd-ba73-a3ec0dd9416a	32183	32183	Group Assault		Upgrade	Basic	/official/32183.jpg	player	Skill,Tactic				Commander										false	false	false	
5898248f-af4c-54a0-8529-8b25f3b05106	32184	32184	Shock and Awe		Upgrade	Basic	/official/32184.jpg	player	Skill,Tactic				Commander										false	false	false	
b8378828-3d65-56b7-b299-74d95fdc3a4c	32185	32185	Improvisation		Upgrade	Basic	/official/32185.jpg	player	Skill				Commander										false	false	false	
530e2796-1117-5c7d-97bc-2cc4cdd7287e	32186	32186	Swagger		Upgrade	Basic	/official/32186.jpg	player	Skill				Defender										false	false	false	
ec244d73-1343-57e0-8637-39cf9c29c9bd	32187	32187	Surprise!		Upgrade	Basic	/official/32187.jpg	player	Skill				Defender										false	false	false	
4817a195-3330-5125-ad07-b647660dc432	32188	32188	Heroic Intervention		Upgrade	Basic	/official/32188.jpg	player	Skill				Defender										false	false	false	
b606bdbf-f6b4-5a53-88a0-a54172f1ae5a	32189	32189	Determined Defense		Upgrade	Basic	/official/32189.jpg	player	Skill				Defender										false	false	false	
6deb36e4-ece0-52dd-92ac-6fe28ae628f0	32190	32190	Bodyguard		Upgrade	Basic	/official/32190.jpg	player	Skill				Defender										false	false	false	
06c2f574-1ef5-5551-baef-43f0686358be	32191	32191	Surprise!		Upgrade	Basic	/official/32191.jpg	player	Skill				Peacekeeper										false	false	false	
0fe3d823-ba98-53e9-bda9-6649731ddde0	32192	32192	Compassion		Upgrade	Basic	/official/32192.jpg	player	Skill				Peacekeeper										false	false	false	
9496bd50-07b9-5410-9f90-b242e81481ce	32193	32193	Rescue Operation		Upgrade	Basic	/official/32193.jpg	player	Skill,Tactic				Peacekeeper										false	false	false	
f81e6590-4b31-58cc-8e6a-655db90ddb72	32194	32194	Mentorship		Upgrade	Basic	/official/32194.jpg	player	Skill,Tactic				Peacekeeper										false	false	false	
e5eb2f73-639a-5b6a-8b76-91d588863b2d	32195	32195	Fortitude		Upgrade	Basic	/official/32195.jpg	player	Skill				Peacekeeper										false	false	false	
323009fa-7d7a-582e-b698-e8d45e1b9538	33001A	33001a	Scott Summers	Cyclops	Alter-Ego	Hero	/official/33001A.jpg	multi_sided	Mutant	6	10		Cyclops										false	false	false	
323009fa-7d7a-582e-b698-e8d45e1b9538	33001B	33001b	Cyclops	Scott Summers	Hero	Hero	/official/33001B.jpg	multi_sided	X-Men	5	10		Cyclops										false	false	false	
07951ee8-63b9-59b0-b32a-e97ecc4e2807	33002	33002	Phoenix	Jean Grey	Ally	Hero	/official/33002.jpg	player	Psionic,X-Men		3		Cyclops										false	false	false	
f63312ca-3cc0-5495-ace8-8989336fc473	33003	33003	Ruby Quartz Visor		Upgrade	Hero	/official/33003.jpg	player	Item				Cyclops										false	false	false	
6ad9a04b-fb24-58d9-b0ef-bfa3f4afe690	33004	33004	Field Commander		Upgrade	Hero	/official/33004.jpg	player	Title				Cyclops										false	false	false	
30985986-fa99-5f8e-8866-e590f062b69e	33005	33005	Exploit Weakness		Upgrade	Hero	/official/33005.jpg	player	Tactic				Cyclops										false	false	false	
3980ff34-66d0-521f-96a1-57bb9d605c01	33006	33006	Practiced Defense		Upgrade	Hero	/official/33006.jpg	player	Tactic				Cyclops										false	false	false	
47620469-0caa-5c18-8ca6-26a47605d6f9	33007	33007	Priority Target		Upgrade	Hero	/official/33007.jpg	player	Tactic				Cyclops										false	false	false	
64d79431-a085-599a-b465-7be46f524f1d	33008	33008	Full Blast		Event	Hero	/official/33008.jpg	player	Superpower				Cyclops										false	false	false	
257bfce6-f708-5451-8362-414898ea48f5	33009	33009	Ricochet Beam		Event	Hero	/official/33009.jpg	player	Attack,Superpower				Cyclops										false	false	false	
fcfd9489-86b6-500c-84db-69bda5d1f593	33010	33010	Tactical Brilliance		Event	Hero	/official/33010.jpg	player	Thwart				Cyclops										false	false	false	
d9418785-2cac-5920-8b7a-819a3ee5e376	33011	33011	Beast	Hank McCoy	Ally	Leadership	/official/33011.jpg	player	Genius,X-Men		3												false	false	false	
40e25fd5-c2c3-5123-ad22-ad3740d097da	33012	33012	Dust	Sooraya Qadir	Ally	Aggression	/official/33012.jpg	player	X-Men		3												false	false	false	
0bef460e-063d-5351-a105-4c51cd6d91b9	33013	33013	Rockslide	Santo Vaccarro	Ally	Protection	/official/33013.jpg	player	X-Men		6												false	false	false	
68216926-2e06-5661-b6bc-aa3635fa5a9c	33014	33014	Blindfold	Ruth Aldine	Ally	Justice	/official/33014.jpg	player	Psionic,X-Men		2												false	false	false	
f630cc3b-c34e-5c9b-9ef7-0e6dc94d0807	33015	33015	Danger Room Training		Upgrade	Leadership	/official/33015.jpg	player	Training														false	false	false	
cc836458-5980-52c8-89da-db297eb0b216	33016	33016	Coordinated Attack		Upgrade	Leadership	/official/33016.jpg	player	Tactic														false	false	false	
b2bb232e-b84b-5bd6-8d5d-e87426f05f66	33017	33017	Teamwork		Event	Leadership	/official/33017.jpg	player	Tactic														false	false	false	
7eb0fc41-749b-5bcd-8e07-37442c0def6c	33018	33018	Effective Leadership		Resource	Leadership	/official/33018.jpg	player															false	false	false	
2c4bb8d4-ef27-5a14-84c0-3dc490697bb1	33019	33019	Angel	Warren Worthington III	Ally	Basic	/official/33019.jpg	player	Aerial,X-Men		3												false	false	false	
66757696-0ba2-5741-bd17-463b96cb3f76	33020	33020	Utopia		Support	Basic	/official/33020.jpg	player	Location,X-Men														false	false	false	
4a2d6c38-cf83-5676-a484-f87e32e5d2aa	33021	33021	Danger Room		Support	Basic	/official/33021.jpg	player	Location,X-Men														false	false	false	
50f3c2e2-f720-5ebf-9958-e5e86d00726a	33022	33022	Game Time		Event	Basic	/official/33022.jpg	player	Tactic														false	false	false	
ea7aaff1-b304-5c3e-b750-c5a46e60980f	33023	33023	Psychic Rapport		Event	Basic	/official/33023.jpg	player															false	false	false	
b51e4c8f-f1a4-57ba-bc8f-4a687138c97b	33024	33024	Energy		Resource	Basic	/official/01088.jpg	player															false	false	false	
4ec71f95-5c85-5c1a-9d84-50b83256a565	33025	33025	Genius		Resource	Basic	/official/01089.jpg	player															false	false	false	
a4e8aed2-395f-5af8-898a-ca93310b82b2	33026	33026	Strength		Resource	Basic	/official/01090.jpg	player															false	false	false	
9a1d1fe3-441e-585c-b3fa-4223e2cf9388	33027	33027	Lost Visor		Obligation	Encounter	/official/33027.jpg	encounter					Cyclops										false	false	false	
693134be-fe55-5474-b040-79b0e723fd83	33028	33028	Mister Sinister		Minion	Encounter	/official/33028.jpg	encounter	Elite,Marauder		6		Cyclops Nemesis										true	false	true	
df1fc64d-49f4-5c95-8766-4ead875cc68e	33029	33029	Genetic Manipulation		Side Scheme	Encounter	/official/33029.jpg	encounter					Cyclops Nemesis			2				1			false	false	false	
b3da2fcf-54ec-5f94-9403-2e5a14a253a3	33030	33030	Gene Therapy		Attachment	Encounter	/official/33030.jpg	encounter					Cyclops Nemesis										false	false	false	
346efd23-9edf-56e2-90e9-28c7fc91a66e	33031	33031	Concussive Force		Treachery	Encounter	/official/33031.jpg	encounter					Cyclops Nemesis										false	false	false	
65accdd4-2295-543c-9929-e58bfcb79f7d	33032	33032	Marked		Upgrade	Aggression	/official/33032.jpg	player	Tactic														false	false	false	
74346816-b004-5ac4-9764-da8143156447	33033	33033	Befuddle		Upgrade	Justice	/official/33033.jpg	player	Tactic														false	false	false	
4e22fdc6-a1e0-5eba-ab71-865955439eaf	33034	33034	Pinned Down		Upgrade	Protection	/official/33034.jpg	player	Tactic														false	false	false	
19bed427-8094-5929-a8cb-245b6e26ba0d	33035	33035	Honorary X-Men		Upgrade	Basic	/official/33035.jpg	player	Title														false	false	false	
2c1d1f38-fe42-504d-9e70-b0112062f399	34001A	34001a	Jean Grey	Phoenix	Alter-Ego	Hero	/official/34001A.jpg	multi_sided	Mutant,Psionic	6	9		Phoenix										false	false	false	
2c1d1f38-fe42-504d-9e70-b0112062f399	34001B	34001b	Phoenix	Jean Grey	Hero	Hero	/official/34001B.jpg	multi_sided	Psionic,X-Men	5	9		Phoenix										false	false	false	
81397765-eb25-5404-975a-97e9c75bf4f1	34002A	34002a	Phoenix Force		Upgrade	Hero	/official/34002A.jpg	multi_sided	Restrained				Phoenix										false	true	false	
81397765-eb25-5404-975a-97e9c75bf4f1	34002B	34002b	Phoenix Force		Upgrade	Hero	/official/34002B.jpg	multi_sided	Unleashed				Phoenix										false	true	false	
a5c6e84b-c65f-503c-b120-cb692b1a615f	34003	34003	Cyclops	Scott Summers	Ally	Hero	/official/34003.jpg	player	X-Men		3		Phoenix										false	false	false	
bd8444ae-5df6-5bb9-8bbd-461f6f1f3055	34004	34004	White Hot Room		Support	Hero	/official/34004.jpg	player	Location,Phoenix				Phoenix										false	false	false	
6f61ee9f-0290-543c-8f1b-702d427fcd63	34005	34005	Phoenix Suit		Upgrade	Hero	/official/34005.jpg	player	Item				Phoenix										false	false	false	
256f2973-bf69-54ca-aec8-9c88049ca7c4	34006	34006	Rise from the Ashes		Upgrade	Hero	/official/34006.jpg	player	Phoenix				Phoenix										false	false	false	
ea5423bc-4016-53b8-ae8f-3268afb3c720	34007	34007	Telekinetic Shield		Upgrade	Hero	/official/34007.jpg	player	Psionic				Phoenix										false	false	false	
5b9ddabb-6c02-5407-b84f-c2e2cc48124b	34008	34008	Mental Paralysis		Upgrade	Hero	/official/34008.jpg	player	Psionic				Phoenix										false	false	false	
354f4d14-2fd4-56c3-80d7-29a72c0a0829	34009	34009	Mind Control		Upgrade	Hero	/official/34009.jpg	player	Condition,Psionic				Phoenix										false	false	false	
ce8eca39-4dc5-5503-9403-ed5b3f79b455	34010	34010	Telekinetic Attack		Event	Hero	/official/34010.jpg	player	Attack,Psionic				Phoenix										false	false	false	
d499110a-3609-5a46-ae06-aec18f6de781	34011	34011	Psychic Blast		Event	Hero	/official/34011.jpg	player	Psionic				Phoenix										false	false	false	
2ab0b79c-d466-5b3d-808f-0e38956a4f82	34012	34012	Telepathic Trickery		Event	Hero	/official/34012.jpg	player	Psionic,Thwart				Phoenix										false	false	false	
e8b5ae83-9fce-52a0-9232-a73d7e3afbe6	34013	34013	Phoenix Firebird		Event	Hero	/official/34013.jpg	player	Phoenix				Phoenix										false	false	false	
0183a4bb-6007-5f75-a24e-d91ca1e06145	34014	34014	Banshee	Sean Cassidy	Ally	Justice	/official/34014.jpg	player	Aerial,X-Men		3												false	false	false	
02ecd09d-0661-5471-b071-de081a174afc	34015	34015	Marvel Girl	Rachel Summers	Ally	Justice	/official/34015.jpg	player	Psionic,X-Men		3												false	false	false	
c0d9dd7e-f79e-5115-803e-43d9351c5342	34016	34016	Mission Training		Upgrade	Justice	/official/34016.jpg	player	Training														false	false	false	
51244972-fcc2-5f4b-8784-ffec43fb968e	34017	34017	Psychic Manipulation		Event	Justice	/official/34017.jpg	player	Psionic,Thwart														false	false	false	
